date,sales,stockout_flag,on_promo,temp_f,precip_in,snow_flag,extreme_cold,extreme_heat,is_holiday,is_weekend,week_of_year,sales_lag_1,sales_lag_7,sales_roll_7,sales_roll_28,days_to_holiday,store_Store_2,store_Store_3,category_Beverages,category_Cleaning Supplies,category_Cold Weather Apparel,category_Frozen Foods,category_Produce,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,holiday_type_national,holiday_type_promotional,weather_bucket_Extreme cold,weather_bucket_Extreme heat,weather_bucket_Rain,weather_bucket_Snow
2019-02-20,296.9211777577569,0,1,-1.324946831099735,-0.36775326156252125,0,0,0,0,0,-1.2351199521356866,-0.19855912044702811,-0.21261945963992485,-0.052611178290958835,0.02075878903419162,-1.0193142378549087,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-21,233.0,0,0,-0.8165420674331201,-0.36775326156252125,0,0,0,0,0,-1.2351199521356866,0.389088893089307,-0.1442563195364249,0.03908117381303586,0.034381562844787904,-0.9694748722801869,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-22,221.0,0,0,-1.330188117323102,-0.36775326156252125,0,0,0,0,0,-1.2351199521356866,-0.04809265065248178,-0.2468010296916748,0.053681671238045306,0.030958331801096778,-0.919635506705465,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-23,300.0,0,0,-0.9161265056770962,2.0921460702018,0,0,0,0,1,-1.2351199521356866,-0.13016527054041616,0.26592252108457476,0.07141084668269976,0.03043358354233589,-0.8697961411307432,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-02-24,314.0,0,0,-1.0838476648248456,-0.36775326156252125,0,0,0,0,1,-1.2351199521356866,0.41014614372181846,0.40948511530192466,0.09331159282021392,0.03594344025932426,-0.8199567755560213,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-25,223.0,0,0,-1.5293569938110545,0.14119142776802798,0,0,0,0,0,-1.166439626629509,0.5058975335910753,-0.21945577365027483,0.10791209024522337,0.041453296976312615,-0.7701174099812994,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-02-26,221.0,0,0,-0.6068906184984335,-0.36775326156252125,0,0,0,0,0,-1.166439626629509,-0.11648650055909375,-0.19894683161922486,0.12355548034344775,0.04670077956392064,-0.7202780444065776,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-27,235.0,0,0,-1.5398395662577888,-0.36775326156252125,0,0,0,0,0,-1.166439626629509,-0.13016527054041616,0.3884373196719008,0.13398440707559747,0.020262244319218258,-0.6704386788318557,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-02-28,238.0,0,0,-0.8846787883368931,-0.36775326156252125,0,0,0,0,0,-1.166439626629509,-0.034413880671159386,-0.04854792339152497,0.06940726447519162,0.024984978648065394,-0.6205993132571339,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-01,224.0,0,0,-0.9370916505705648,-0.36775326156252125,0,0,0,0,0,-1.166439626629509,-0.013895725699175791,-0.1305836915157249,0.07462172784126626,0.00731508364469685,-0.570759947682412,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-02,475.87391240760775,0,1,-0.41820431445721545,-0.36775326156252125,0,0,0,0,1,-1.166439626629509,-0.10964711556843255,0.40948511530192466,0.07775040586091127,0.014136811008587115,-0.5209205821076901,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-03,292.0,0,0,-1.4035661244502426,-0.36775326156252125,0,0,0,0,1,-1.166439626629509,1.6130155404912732,0.5051935114468246,0.26116802052045507,0.06054394978663814,-0.47108121653296825,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-04,213.0,0,0,-1.1467430995052514,2.770738989309199,0,0,0,0,0,-1.0977593011233313,0.3554310637965289,-0.11691106349502492,0.23822438170972618,0.04309060383902224,-0.4212418509582464,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-05,241.0,0,0,-0.9423329367939319,0.8197843468754271,0,0,0,0,0,-1.0977593011233313,-0.18488035046570572,-0.1305836915157249,0.22779545497757644,0.03994211428645755,-0.37140248538352455,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-06,236.0,0,0,-0.8060594949863856,-0.36775326156252125,0,0,0,0,0,-1.0977593011233313,0.0066224292728078015,-0.03487529537082498,0.2486533084418755,0.03416988344008885,-0.3215631198088027,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-07,237.0,0,0,-0.5020648940310902,-0.36775326156252125,0,0,0,0,0,-1.0977593011233313,-0.027574495680498187,-0.014366353339775003,0.24969620111509064,0.0325956386638064,-0.2717237542340808,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-08,289.09678336909985,0,1,-0.7169576291891441,-0.36775326156252125,0,0,0,0,0,-1.0977593011233313,-0.02073511068983699,-0.11007474948467492,0.2486533084418755,0.09477830732696084,-0.22188438865935897,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-09,308.0,0,0,-0.8217833536564874,-0.36775326156252125,0,0,0,0,1,-1.0977593011233313,0.33557484754651246,1.6118144067491211,0.3165422668673712,0.11343226396517513,-0.1720450230846371,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-10,319.0,0,0,-0.38151531089364515,-0.11328091689724662,0,0,0,0,1,-1.0977593011233313,0.464861223647108,0.3547946032191247,0.1414677935935468,0.12497672565791253,-0.12220565750991523,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-11,246.0,0,0,0.08495916298603247,-0.36775326156252125,0,0,0,0,0,-1.0290789756171537,0.5400944585443812,-0.18527420359852487,0.16962589577035098,0.13652118735065036,-0.07236629193519337,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-12,246.0,0,0,-1.3406706897698366,-0.36775326156252125,0,0,0,0,0,-1.0290789756171537,0.04081935422611379,0.00614258869127498,0.20404135398644474,0.12453207044873221,-0.02252692636047151,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-13,228.0,0,0,-0.7588879189760812,-0.36775326156252125,0,0,0,0,0,-1.0290789756171537,0.04081935422611379,-0.02803898136047499,0.2092558173525196,0.13476466149456792,0.02731243921425035,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-14,254.0,0,0,-0.41820431445721545,-0.36775326156252125,0,0,0,0,0,-1.0290789756171537,-0.08228957560578777,-0.021202667350124996,0.20091267596679974,0.13974976995279517,0.07715180478897221,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-15,234.0,0,0,-0.6802686256255738,0.9046084617638518,0,0,0,0,0,-1.0290789756171537,0.09553443415140338,0.3349473026902209,0.21864185141145417,0.14893286448110912,0.1269911703636941,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-16,319.0,0,0,-0.0984858548318183,0.9046084617638518,0,0,0,0,1,-1.0290789756171537,-0.04125326566182058,0.4641756273847246,0.16118181971810824,0.15680408836252135,0.17683053593841594,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-17,420.25745719572853,0,1,-0.8165420674331201,0.8197843468754271,0,0,0,0,1,-1.0290789756171537,0.5400944585443812,0.5393750814985745,0.17265363912347267,0.167299053537737,0.2266699015131378,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-18,235.0,0,0,-1.0838476648248456,1.3287290362059763,0,0,0,0,0,-0.9603986501109759,1.2326331914813657,0.04032415874302495,0.27825429934127544,0.19885149917096667,0.27650926708785967,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-19,218.0,0,0,-0.271448300202935,-0.36775326156252125,0,0,0,0,0,-0.9603986501109759,-0.034413880671159386,0.04032415874302495,0.2667824799359106,0.2059356006642375,0.3263486326625815,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-20,243.0,0,0,-1.7809387325326784,0.5653120022101524,0,0,0,0,0,-0.9603986501109759,-0.15068342551239974,-0.08272949344327495,0.2375814850858917,0.20777221956990027,0.37618799823730337,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-21,280.0,0,0,-0.7955769225396515,-0.36775326156252125,0,0,0,0,0,-0.9603986501109759,0.0203011992541302,0.0950146708258249,0.2532248751841163,0.1936246975005433,0.4260273638120253,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-22,225.0,0,0,0.41516019505816376,-0.1981050317856715,0,0,0,0,0,-0.9603986501109759,0.2733584439085945,-0.04171160938117498,0.2803400846877053,0.20595628158142215,0.4758667293867471,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-23,415.1945809333495,0,1,-0.5439951838180274,-0.36775326156252125,0,0,0,0,1,-0.9603986501109759,-0.10280773057777136,0.5393750814985745,0.27095405062877076,0.20700577809894352,0.525706094961469,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-24,302.0,0,0,-0.3867565971170124,-0.11328091689724662,0,0,0,0,1,-0.9603986501109759,1.198006231562876,1.2316028547781483,0.37127467428714434,0.2372298559806712,0.5755454605361908,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-25,223.0,0,0,-0.9108852194537289,-0.36775326156252125,0,0,0,0,0,-0.8917183246047983,0.42382491370314085,-0.03487529537082498,0.2479448386246871,0.2340813664281063,0.6253848261109127,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-26,258.0,0,0,-0.5020648940310902,-0.36775326156252125,0,0,0,0,0,-0.8917183246047983,-0.11648650055909375,-0.15109263354677488,0.23543012654610793,0.2340813664281063,0.6752241916856345,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-27,220.0,0,0,-0.5335126113712932,-0.1981050317856715,0,0,0,0,0,-0.8917183246047983,0.12289197411404816,0.01981521671197497,0.277145833474706,0.24378920921518132,0.7250635572603564,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-03-28,224.0,0,0,0.32605832926092215,-0.36775326156252125,0,0,0,0,0,-0.8917183246047983,-0.13700465553107735,0.27275883509492477,0.253159301990762,0.239853597274475,0.7749029228350783,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-29,204.0,0,0,-0.85323107099669,-0.36775326156252125,0,0,0,0,0,-0.8917183246047983,-0.10964711556843255,-0.10323843547432493,0.19475731229072415,0.23618035946314944,0.8247422884098001,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-30,297.0,0,0,-1.5660459973746246,-0.36775326156252125,0,0,0,0,1,-0.8917183246047983,-0.2464348153816565,1.1969914428529784,0.17285656615321,0.23093287687554181,0.874581653984522,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-03-31,280.0,0,0,-0.21379415174589608,1.498377265982826,0,0,0,0,1,-0.8917183246047983,0.3896279887498349,0.4231577433226246,0.0495923036841073,0.1840009898387297,0.9244210195592438,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-01,243.0,0,0,0.28412803947398463,-0.36775326156252125,0,0,0,0,0,-0.8230379990986206,0.2733584439085945,-0.11691106349502492,0.026648664873378202,0.18085250028616523,0.9742603851339657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-02,280.0,0,0,-0.6330970496152694,0.5653120022101524,0,0,0,0,0,-0.8230379990986206,0.0203011992541302,0.12235992686722488,0.047506518337677446,0.18872372416757704,1.0240997507086875,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-03,226.0,0,0,-1.0838476648248456,0.22601554265645293,0,0,0,0,0,-0.8230379990986206,0.2733584439085945,-0.1374200055260749,0.07045015714840655,0.19895631521341234,1.0739391162834095,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-04,203.0,0,0,-0.7484053465293468,-0.36775326156252125,0,0,0,0,0,-0.8230379990986206,-0.09596834558711016,-0.11007474948467492,0.07670751318769634,0.19633257391960854,1.1237784818581313,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-05,248.0,0,0,-0.09324456860845107,-0.36775326156252125,0,0,0,0,0,-0.8230379990986206,-0.2532742003723177,-0.2468010296916748,0.05480676705018217,0.18741185352067494,1.1736178474328531,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-06,297.0,0,0,-0.4915823215843557,-0.36775326156252125,0,0,0,0,1,-0.8230379990986206,0.05449812420743619,0.38897617327087464,0.10069404467164038,0.1766291207638727,1.2234572130075752,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-07,332.0,0,0,-0.21379415174589608,-0.36775326156252125,0,0,0,0,1,-0.8230379990986206,0.3896279887498349,0.27275883509492477,0.10069404467164038,0.17374300534068854,1.273296578582297,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-08,227.0,0,0,-1.199155961738923,-0.36775326156252125,0,0,0,0,0,-0.754357673592443,0.6290064634229768,0.01981521671197497,0.15492446367881824,0.17715386902263336,1.3231359441570187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-09,221.0,0,0,-0.4024804557871141,-0.11328091689724662,0,0,0,0,0,-0.754357673592443,-0.08912896059644897,0.27275883509492477,0.13823818090737894,0.17216876056440608,1.3729753097317405,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-10,229.0,0,0,0.1688197425599072,-0.36775326156252125,0,0,0,0,0,-0.754357673592443,-0.13016527054041616,-0.09640212146397494,0.07670751318769634,0.16560940732989596,1.4228146753064626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-11,245.0,0,0,-0.250483155309466,-0.36775326156252125,0,0,0,0,0,-0.754357673592443,-0.07545019061512657,-0.2536373437020248,0.07983619120734113,0.16587178145927628,1.4726540408811843,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-12,228.0,0,0,-0.5492364700413946,-0.36775326156252125,0,0,0,0,0,-0.754357673592443,0.033979969235452594,0.05399678676372494,0.12363768348236948,0.16351041429485283,1.5224934064559061,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-13,301.0,0,0,0.3470234741543907,4.636869516854547,0,0,0,0,1,-0.754357673592443,-0.08228957560578777,0.38897617327087464,0.10277983001807023,0.16193616951857037,1.5723327720306282,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-14,306.0,0,0,0.3417821879310235,-0.36775326156252125,0,0,0,0,1,-0.754357673592443,0.4169855287124797,0.6282471636331245,0.10695140071093016,0.15721343518972344,1.6221721376053502,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-15,209.0,0,0,-0.24524186908609916,0.14119142776802798,0,0,0,0,0,-0.6856773480862653,0.45118245366578563,-0.08956580745362494,0.07983619120734113,0.12723523433277578,1.672011503180072,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-16,238.0,0,0,-0.33958502110670796,-0.28292914667409635,0,0,0,0,0,-0.6856773480862653,-0.21223789042835053,-0.1305836915157249,0.061064123089471754,0.12041350696888574,1.7218508687547938,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019-04-17,200.0,0,0,0.5304684919722411,-0.36775326156252125,0,0,0,0,0,-0.6856773480862653,-0.013895725699175791,-0.07589317943292495,0.0787932985341262,0.12566098955649335,1.7716902343295158,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-18,223.0,0,0,-0.21379415174589608,-0.36775326156252125,0,0,0,0,0,-0.6856773480862653,-0.2737923553443013,0.03348784473267496,0.04854941101089237,0.1143789019931365,1.8215295999042376,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-19,244.0,0,0,-0.030349133928045308,-0.36775326156252125,0,0,0,0,0,-0.6856773480862653,-0.11648650055909375,-0.08272949344327495,0.02560577220016327,0.09942357661845364,1.8713689654789594,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019-04-20,314.0,0,0,0.8187392342574352,-0.36775326156252125,0,0,0,0,1,-0.6856773480862653,0.027140584244791394,0.4163214293122746,0.04229205497160258,0.10440868507668133,1.9212083310536814,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
